Text,Tokenized,Cleaned_Tokens,Sentiment
fact excited visitor chemo treatments heart wrenching never go single treatment appointment without husband ever restrictions absolutely absurd detrimental mental health millions americans strength absolutely admirable encouraging beautiful woman great support system thousands us world fiercely praying got delia,"['fact', 'excited', 'visitor', 'chemo', 'treatments', 'heart', 'wrenching', 'never', 'go', 'single', 'treatment', 'appointment', 'without', 'husband', 'ever', 'restrictions', 'absolutely', 'absurd', 'detrimental', 'mental', 'health', 'millions', 'americans', 'strength', 'absolutely', 'admirable', 'encouraging', 'beautiful', 'woman', 'great', 'support', 'system', 'thousands', 'us', 'world', 'fiercely', 'praying', 'got', 'delia']","['fact', 'excited', 'visitor', 'chemo', 'treatment', 'heart', 'wrenching', 'never', 'single', 'treatment', 'appointment', 'without', 'husband', 'ever', 'restriction', 'absolutely', 'absurd', 'detrimental', 'mental', 'health', 'million', 'american', 'strength', 'absolutely', 'admirable', 'encouraging', 'beautiful', 'woman', 'great', 'support', 'system', 'thousand', 'world', 'fiercely', 'praying', 'got', 'delia']",2
braca genetic mutation,"['braca', 'genetic', 'mutation']","['braca', 'genetic', 'mutation']",1
delia mastectomy would still go treatments mentioned tumor able remove,"['delia', 'mastectomy', 'would', 'still', 'go', 'treatments', 'mentioned', 'tumor', 'able', 'remove']","['delia', 'mastectomy', 'would', 'still', 'treatment', 'mentioned', 'tumor', 'able', 'remove']",2
duaa اللهم اشفها شفاء لا يغادر سقما وارزقها الصحة والعافية يا رحمان يا رحيم pass lot almost 4 years almost leaving hospitals positive god bless forget moment,"['duaa', 'اللهم', 'اشفها', 'شفاء', 'لا', 'يغادر', 'سقما', 'وارزقها', 'الصحة', 'والعافية', 'يا', 'رحمان', 'يا', 'رحيم', 'pass', 'lot', 'almost', 'years', 'almost', 'leaving', 'hospitals', 'positive', 'god', 'bless', 'forget', 'moment']","['duaa', 'اللهم', 'اشفها', 'شفاء', 'يغادر', 'سقما', 'وارزقها', 'الصحة', 'والعافية', 'رحمان', 'رحيم', 'pas', 'lot', 'almost', 'year', 'almost', 'leaving', 'hospital', 'positive', 'god', 'bless', 'forget', 'moment']",2
continued prayers luv,"['continued', 'prayers', 'luv']","['continued', 'prayer', 'luv']",1
thinking dylia going make hugs praying time,"['thinking', 'dylia', 'going', 'make', 'hugs', 'praying', 'time']","['thinking', 'dylia', 'going', 'make', 'hug', 'praying', 'time']",1
sending special prayers delia may god beautiful angels watch protect always expiration world,"['sending', 'special', 'prayers', 'delia', 'may', 'god', 'beautiful', 'angels', 'watch', 'protect', 'always', 'expiration', 'world']","['sending', 'special', 'prayer', 'delia', 'may', 'god', 'beautiful', 'angel', 'watch', 'protect', 'always', 'expiration', 'world']",2
delia cancer survivor thank sharing journey us idea dylan family us us praying strong healthy take care,"['delia', 'cancer', 'survivor', 'thank', 'sharing', 'journey', 'us', 'idea', 'dylan', 'family', 'us', 'us', 'praying', 'strong', 'healthy', 'take', 'care']","['delia', 'cancer', 'survivor', 'thank', 'sharing', 'journey', 'idea', 'dylan', 'family', 'praying', 'strong', 'healthy', 'take', 'care']",2
god bless mr mrs chatwin sending prayers healing,"['god', 'bless', 'mr', 'mrs', 'chatwin', 'sending', 'prayers', 'healing']","['god', 'bless', 'chatwin', 'sending', 'prayer', 'healing']",1
continued prayers lifted heroes wear capes dear1,"['continued', 'prayers', 'lifted', 'heroes', 'wear', 'capes', 'dear1']","['continued', 'prayer', 'lifted', 'hero', 'wear', 'cape', 'dear1']",1
god bless prayers getting support sides families know helps family around strong god faithful,"['god', 'bless', 'prayers', 'getting', 'support', 'sides', 'families', 'know', 'helps', 'family', 'around', 'strong', 'god', 'faithful']","['god', 'bless', 'prayer', 'getting', 'support', 'side', 'family', 'know', 'help', 'family', 'around', 'strong', 'god', 'faithful']",2
sweetest angel baby love much,"['sweetest', 'angel', 'baby', 'love', 'much']","['sweetest', 'angel', 'baby', 'love', 'much']",2
rockstar girl nothing,"['rockstar', 'girl', 'nothing']","['rockstar', 'girl', 'nothing']",1
stay strong hope recover quickly,"['stay', 'strong', 'hope', 'recover', 'quickly']","['stay', 'strong', 'hope', 'recover', 'quickly']",2
delia beautiful inside,"['delia', 'beautiful', 'inside']","['delia', 'beautiful', 'inside']",3
delia keeping prayers,"['delia', 'keeping', 'prayers']","['delia', 'keeping', 'prayer']",1
inspiration praying healing beautiful inside strong hugs,"['inspiration', 'praying', 'healing', 'beautiful', 'inside', 'strong', 'hugs']","['inspiration', 'praying', 'healing', 'beautiful', 'inside', 'strong', 'hug']",2
sorry sweetie big hugs prayers,"['sorry', 'sweetie', 'big', 'hugs', 'prayers']","['sorry', 'sweetie', 'big', 'hug', 'prayer']",0
brave strong,"['brave', 'strong']","['brave', 'strong']",2
thank sharing personal journey sure ever could know videos help others stay strong keep fighting fight keep head pray love guys,"['thank', 'sharing', 'personal', 'journey', 'sure', 'ever', 'could', 'know', 'videos', 'help', 'others', 'stay', 'strong', 'keep', 'fighting', 'fight', 'keep', 'head', 'pray', 'love', 'guys']","['thank', 'sharing', 'personal', 'journey', 'sure', 'ever', 'could', 'know', 'video', 'help', 'others', 'stay', 'strong', 'keep', 'fighting', 'fight', 'keep', 'head', 'pray', 'love', 'guy']",2
strong xo fight girl,"['strong', 'xo', 'fight', 'girl']","['strong', 'fight', 'girl']",2
red devil worst chemo wow strong sad,"['red', 'devil', 'worst', 'chemo', 'wow', 'strong', 'sad']","['red', 'devil', 'worst', 'chemo', 'wow', 'strong', 'sad']",0
got delia,"['got', 'delia']","['got', 'delia']",1
youre strong beautiful woman inside know youre going beat,"['youre', 'strong', 'beautiful', 'woman', 'inside', 'know', 'youre', 'going', 'beat']","['youre', 'strong', 'beautiful', 'woman', 'inside', 'know', 'youre', 'going', 'beat']",2
know saline taste heart tests nasty completely agree,"['know', 'saline', 'taste', 'heart', 'tests', 'nasty', 'completely', 'agree']","['know', 'saline', 'taste', 'heart', 'test', 'nasty', 'completely', 'agree']",0
please share info regarding wig wigs treatment hair started coming second treatment,"['please', 'share', 'info', 'regarding', 'wig', 'wigs', 'treatment', 'hair', 'started', 'coming', 'second', 'treatment']","['please', 'share', 'info', 'regarding', 'wig', 'wig', 'treatment', 'hair', 'started', 'coming', 'second', 'treatment']",1
know going thru beast cancer 2 yr ago red devil sucks always tired glad much energy,"['know', 'going', 'thru', 'beast', 'cancer', 'yr', 'ago', 'red', 'devil', 'sucks', 'always', 'tired', 'glad', 'much', 'energy']","['know', 'going', 'thru', 'beast', 'cancer', 'ago', 'red', 'devil', 'suck', 'always', 'tired', 'glad', 'much', 'energy']",1
watching video awe positivity energy joie vie truly inspiration sending love pray fuckcancer,"['watching', 'video', 'awe', 'positivity', 'energy', 'joie', 'vie', 'truly', 'inspiration', 'sending', 'love', 'pray', 'fuckcancer']","['watching', 'video', 'awe', 'positivity', 'energy', 'joie', 'vie', 'truly', 'inspiration', 'sending', 'love', 'pray', 'fuckcancer']",2
brave beautiful warrior delia,"['brave', 'beautiful', 'warrior', 'delia']","['brave', 'beautiful', 'warrior', 'delia']",3
strong positive know lift prayer every single day warrior beat great big massive hug sis got,"['strong', 'positive', 'know', 'lift', 'prayer', 'every', 'single', 'day', 'warrior', 'beat', 'great', 'big', 'massive', 'hug', 'sis', 'got']","['strong', 'positive', 'know', 'lift', 'prayer', 'every', 'single', 'day', 'warrior', 'beat', 'great', 'big', 'massive', 'hug', 'got']",2
sending love prayers,"['sending', 'love', 'prayers']","['sending', 'love', 'prayer']",2
felt overwhelmed watching go delia also felt strength courage brave glad going many left chemo next sending lots love positive energy way delia 3,"['felt', 'overwhelmed', 'watching', 'go', 'delia', 'also', 'felt', 'strength', 'courage', 'brave', 'glad', 'going', 'many', 'left', 'chemo', 'next', 'sending', 'lots', 'love', 'positive', 'energy', 'way', 'delia']","['felt', 'overwhelmed', 'watching', 'delia', 'also', 'felt', 'strength', 'courage', 'brave', 'glad', 'going', 'many', 'left', 'chemo', 'next', 'sending', 'lot', 'love', 'positive', 'energy', 'way', 'delia']",2
amazingly positive got breast cancer journey 4 years remission sending love positive vibes continue journey xx,"['amazingly', 'positive', 'got', 'breast', 'cancer', 'journey', 'years', 'remission', 'sending', 'love', 'positive', 'vibes', 'continue', 'journey', 'xx']","['amazingly', 'positive', 'got', 'breast', 'cancer', 'journey', 'year', 'remission', 'sending', 'love', 'positive', 'vibe', 'continue', 'journey']",2
bawling stage 4 berkitts lymphoma survivor red devil several times bringing back much memories bless pray call name jesus heal,"['bawling', 'stage', 'berkitts', 'lymphoma', 'survivor', 'red', 'devil', 'several', 'times', 'bringing', 'back', 'much', 'memories', 'bless', 'pray', 'call', 'name', 'jesus', 'heal']","['bawling', 'stage', 'berkitts', 'lymphoma', 'survivor', 'red', 'devil', 'several', 'time', 'bringing', 'back', 'much', 'memory', 'bless', 'pray', 'call', 'name', 'jesus', 'heal']",1
dear deila strong brave put words bad feeling gravies person ever know god bless keep forever hearts prayers,"['dear', 'deila', 'strong', 'brave', 'put', 'words', 'bad', 'feeling', 'gravies', 'person', 'ever', 'know', 'god', 'bless', 'keep', 'forever', 'hearts', 'prayers']","['dear', 'deila', 'strong', 'brave', 'put', 'word', 'bad', 'feeling', 'gravy', 'person', 'ever', 'know', 'god', 'bless', 'keep', 'forever', 'heart', 'prayer']",2
work hospital actually compounded chemo meds double gown double glove wear n95 mask also made specific compounding hood protect us also use special compounding pieces keep like fumes coming crazy process imagine like receiving chemo beautiful woman strong,"['work', 'hospital', 'actually', 'compounded', 'chemo', 'meds', 'double', 'gown', 'double', 'glove', 'wear', 'n95', 'mask', 'also', 'made', 'specific', 'compounding', 'hood', 'protect', 'us', 'also', 'use', 'special', 'compounding', 'pieces', 'keep', 'like', 'fumes', 'coming', 'crazy', 'process', 'imagine', 'like', 'receiving', 'chemo', 'beautiful', 'woman', 'strong']","['work', 'hospital', 'actually', 'compounded', 'chemo', 'med', 'double', 'gown', 'double', 'glove', 'wear', 'n95', 'mask', 'also', 'made', 'specific', 'compounding', 'hood', 'protect', 'also', 'use', 'special', 'compounding', 'piece', 'keep', 'like', 'fume', 'coming', 'crazy', 'process', 'imagine', 'like', 'receiving', 'chemo', 'beautiful', 'woman', 'strong']",2
amazing continued prayers beat,"['amazing', 'continued', 'prayers', 'beat']","['amazing', 'continued', 'prayer', 'beat']",2
love delia cancer free,"['love', 'delia', 'cancer', 'free']","['love', 'delia', 'cancer', 'free']",2
love guy praying,"['love', 'guy', 'praying']","['love', 'guy', 'praying']",2
stumbled videos wish best treatments strong brave share story keep prayers,"['stumbled', 'videos', 'wish', 'best', 'treatments', 'strong', 'brave', 'share', 'story', 'keep', 'prayers']","['stumbled', 'video', 'wish', 'best', 'treatment', 'strong', 'brave', 'share', 'story', 'keep', 'prayer']",3
good see update delia thoughts prayers always got girl,"['good', 'see', 'update', 'delia', 'thoughts', 'prayers', 'always', 'got', 'girl']","['good', 'see', 'update', 'delia', 'thought', 'prayer', 'always', 'got', 'girl']",3
real trooper,"['real', 'trooper']","['real', 'trooper']",2
wow amazing thank sharing helping people know love sweet girl hair gorgeous exciting able lose,"['wow', 'amazing', 'thank', 'sharing', 'helping', 'people', 'know', 'love', 'sweet', 'girl', 'hair', 'gorgeous', 'exciting', 'able', 'lose']","['wow', 'amazing', 'thank', 'sharing', 'helping', 'people', 'know', 'love', 'sweet', 'girl', 'hair', 'gorgeous', 'exciting', 'able', 'lose']",2
praying recovery stay strong,"['praying', 'recovery', 'stay', 'strong']","['praying', 'recovery', 'stay', 'strong']",2
keep strong pretty woman,"['keep', 'strong', 'pretty', 'woman']","['keep', 'strong', 'pretty', 'woman']",2
fighter proud showing us uncomfortable vulnerable parts journey much grace proud delia strong willed always smiling beautiful smile video give hope encouragement someone going prayers always may god continue watch sending dylan love hugs amazing xoxoxo,"['fighter', 'proud', 'showing', 'us', 'uncomfortable', 'vulnerable', 'parts', 'journey', 'much', 'grace', 'proud', 'delia', 'strong', 'willed', 'always', 'smiling', 'beautiful', 'smile', 'video', 'give', 'hope', 'encouragement', 'someone', 'going', 'prayers', 'always', 'may', 'god', 'continue', 'watch', 'sending', 'dylan', 'love', 'hugs', 'amazing', 'xoxoxo']","['fighter', 'proud', 'showing', 'uncomfortable', 'vulnerable', 'part', 'journey', 'much', 'grace', 'proud', 'delia', 'strong', 'willed', 'always', 'smiling', 'beautiful', 'smile', 'video', 'give', 'hope', 'encouragement', 'someone', 'going', 'prayer', 'always', 'may', 'god', 'continue', 'watch', 'sending', 'dylan', 'love', 'hug', 'amazing', 'xoxoxo']",2
give delia strong woman,"['give', 'delia', 'strong', 'woman']","['give', 'delia', 'strong', 'woman']",2
stay strong love keep fighting,"['stay', 'strong', 'love', 'keep', 'fighting']","['stay', 'strong', 'love', 'keep', 'fighting']",2
praying husband even imagine,"['praying', 'husband', 'even', 'imagine']","['praying', 'husband', 'even', 'imagine']",1
prayers,['prayers'],['prayer'],1
keeping prayers delia,"['keeping', 'prayers', 'delia']","['keeping', 'prayer', 'delia']",1
dang strong watching videos feel spirit strength courage radiate could much different attitude right incredible keep fighting good fight,"['dang', 'strong', 'watching', 'videos', 'feel', 'spirit', 'strength', 'courage', 'radiate', 'could', 'much', 'different', 'attitude', 'right', 'incredible', 'keep', 'fighting', 'good', 'fight']","['dang', 'strong', 'watching', 'video', 'feel', 'spirit', 'strength', 'courage', 'radiate', 'could', 'much', 'different', 'attitude', 'right', 'incredible', 'keep', 'fighting', 'good', 'fight']",2
sending tons love delia,"['sending', 'tons', 'love', 'delia']","['sending', 'ton', 'love', 'delia']",2
32 fighting chronic leukemia beat survivors wish best let kick cancers ass,"['32', 'fighting', 'chronic', 'leukemia', 'beat', 'survivors', 'wish', 'best', 'let', 'kick', 'cancers', 'ass']","['fighting', 'chronic', 'leukemia', 'beat', 'survivor', 'wish', 'best', 'let', 'kick', 'cancer']",3
watched cried hard understand struggles put thru strong woman showing grace love truly blessing thank opening life show us journey go testing friday suspicious lump continue pray healing gods richest blessings,"['watched', 'cried', 'hard', 'understand', 'struggles', 'put', 'thru', 'strong', 'woman', 'showing', 'grace', 'love', 'truly', 'blessing', 'thank', 'opening', 'life', 'show', 'us', 'journey', 'go', 'testing', 'friday', 'suspicious', 'lump', 'continue', 'pray', 'healing', 'gods', 'richest', 'blessings']","['watched', 'cried', 'hard', 'understand', 'struggle', 'put', 'thru', 'strong', 'woman', 'showing', 'grace', 'love', 'truly', 'blessing', 'thank', 'opening', 'life', 'show', 'journey', 'testing', 'friday', 'suspicious', 'lump', 'continue', 'pray', 'healing', 'god', 'richest', 'blessing']",2
ribbon tree beautiful got girl praying sweet soul,"['ribbon', 'tree', 'beautiful', 'got', 'girl', 'praying', 'sweet', 'soul']","['ribbon', 'tree', 'beautiful', 'got', 'girl', 'praying', 'sweet', 'soul']",2
sending hugs prayers,"['sending', 'hugs', 'prayers']","['sending', 'hug', 'prayer']",1
hey delia got 2 yr bc survivor saline tastes horrible,"['hey', 'delia', 'got', 'yr', 'bc', 'survivor', 'saline', 'tastes', 'horrible']","['hey', 'delia', 'got', 'survivor', 'saline', 'taste', 'horrible']",4
