data,tokens
"comment: white people looks older than their age and mostly liberatedcelebrities their prorities fame and money 
i had a huge crush with nick and aaron when i was in grades schools and highschool but sad to know their family is  their family faces a lot of problem in the past but they still loving to be in trouble carter brothers i love you so please live in peace and in faith you want a cruel life and be in trouble for the rest of your life be friends with drugs","['comment', 'white', 'people', 'look', 'older', 'age', 'mostly', 'liberatedcelebrities', 'prorities', 'fame', 'money', 'huge', 'crush', 'nick', 'aaron', 'grade', 'school', 'highschool', 'sad', 'know', 'family', 'family', 'face', 'lot', 'problem', 'past', 'still', 'love', 'trouble', 'carter', 'brothers', 'love', 'please', 'live', 'peace', 'faith', 'want', 'cruel', 'life', 'trouble', 'rest', 'life', 'friends', 'drug']"
"comment: white people looks older than their age and mostly liberatedcelebrities their prorities fame and money 
i had a huge crush with nick and aaron when i was in grades schools and highschool but sad to know their family is  their family faces a lot of problem in the past but they still loving to be in trouble carter brothers i love you so please live in peace and in faith you want a cruel life and be in trouble for the rest of your life be friends with drugs","['comment', 'white', 'people', 'look', 'older', 'age', 'mostly', 'liberatedcelebrities', 'prorities', 'fame', 'money', 'huge', 'crush', 'nick', 'aaron', 'grade', 'school', 'highschool', 'sad', 'know', 'family', 'family', 'face', 'lot', 'problem', 'past', 'still', 'love', 'trouble', 'carter', 'brothers', 'love', 'please', 'live', 'peace', 'faith', 'want', 'cruel', 'life', 'trouble', 'rest', 'life', 'friends', 'drug']"
comment: im  years old and look young he is almost  and looks like he is dying,"['comment', 'im', 'years', 'old', 'look', 'young', 'almost', 'look', 'like', 'die']"
comment: how sad,"['comment', 'sad']"
comment: coccaines one hell of a drug,"['comment', 'coccaines', 'one', 'hell', 'drug']"
comment: hiv negative but more likely to be drug positive,"['comment', 'hiv', 'negative', 'likely', 'drug', 'positive']"
comment: his party is cancelled,"['comment', 'party', 'cancel']"
comment: he looks like a  year old heroin addict what happened to him,"['comment', 'look', 'like', 'year', 'old', 'heroin', 'addict', 'happen']"
comment: if he goes on a plant based diet he will be alright,"['comment', 'go', 'plant', 'base', 'diet', 'alright']"
comment: you find out hiv tests in about  seconds lol,"['comment', 'find', 'hiv', 'test', 'second', 'lol']"
comment: gross who would want that skinny body on top of them any how  a willing partner would have to be on drugs to let him get it in i would think or want to be with a famous person idk just my opinion 🤔,"['comment', 'gross', 'would', 'want', 'skinny', 'body', 'top', 'will', 'partner', 'would', 'drug', 'let', 'get', 'would', 'think', 'want', 'famous', 'person', 'idk', 'opinion']"
comment: thought he might be positive  yet still slept with others,"['comment', 'think', 'might', 'positive', 'yet', 'still', 'sleep', 'others']"
comment: this is sad i hope he gets better,"['comment', 'sad', 'hope', 'get', 'better']"
comment: hes on opioids  so obvious   when your intoxicated on narcotics you dont eat simple,"['comment', 'hes', 'opioids', 'obvious', 'intoxicate', 'narcotics', 'dont', 'eat', 'simple']"
comment: did he turn gay,"['comment', 'turn', 'gay']"
comment: man hes a sad story,"['comment', 'man', 'hes', 'sad', 'story']"
comment: jesus is the way truth  and the life let’s pray for him,"['comment', 'jesus', 'way', 'truth', 'life', 'let', 'pray']"
comment: i use to be so in love with him my prayers are with you aaron,"['comment', 'use', 'love', 'prayers', 'aaron']"
comment: he is only,['comment']
comment: its drugs or something like a thyroid problem 🤷‍ either way hopefully he gets it figured out,"['comment', 'drug', 'something', 'like', 'thyroid', 'problem', 'either', 'way', 'hopefully', 'get', 'figure']"
comment: aaron carter came to my work to adopt a dog of course it was on my day off,"['comment', 'aaron', 'carter', 'come', 'work', 'adopt', 'dog', 'course', 'day']"
comment: hmmm looks like a thyroid problem or stress or depression could be anything really,"['comment', 'hmmm', 'look', 'like', 'thyroid', 'problem', 'stress', 'depression', 'could', 'anything', 'really']"
comment: honestly i hope he seeks the help he needs we all go through shit we get through shit,"['comment', 'honestly', 'hope', 'seek', 'help', 'need', 'go', 'shit', 'get', 'shit']"
comment: rejoice now cuz that shit can lay dormant in your body for like  yrs check back then hopefully still negative tho,"['comment', 'rejoice', 'cuz', 'shit', 'lay', 'dormant', 'body', 'like', 'yrs', 'check', 'back', 'hopefully', 'still', 'negative', 'tho']"
comment: back street junkie,"['comment', 'back', 'street', 'junkie']"
comment: um no he has aids,"['comment', 'um', 'aid']"
comment: what happened,"['comment', 'happen']"
comment: wow i didnt realize how terrible he actually looked,"['comment', 'wow', 'didnt', 'realize', 'terrible', 'actually', 'look']"
comment: he stayed at my hotel and looked horrible and he trashed our room,"['comment', 'stay', 'hotel', 'look', 'horrible', 'trash', 'room']"
comment: u gotta eat aaron,"['comment', 'u', 'get', 'ta', 'eat', 'aaron']"
comment: omg im praying for him,"['comment', 'omg', 'im', 'pray']"
comment: he’s using meth for sure,"['comment', 'use', 'meth', 'sure']"
comment: wow that’s deep but if you want to see some good videos hit the link and join the team httpsyoutubevervuuv,"['comment', 'wow', 'deep', 'want', 'see', 'good', 'videos', 'hit', 'link', 'join', 'team', 'httpsyoutubevervuuv']"
comment: this is very sad,"['comment', 'sad']"
comment: he sure seems worried abt hivwhat is he doing,"['comment', 'sure', 'seem', 'worry', 'abt', 'hivwhat']"
comment: damn aaron he looks like a completely different person i hope hes doing better,"['comment', 'damn', 'aaron', 'look', 'like', 'completely', 'different', 'person', 'hope', 'hes', 'better']"
comment: i used to think he was so beautiful years ago yikes lol  don’t do drugs kids,"['comment', 'use', 'think', 'beautiful', 'years', 'ago', 'yikes', 'lol', 'drug', 'kid']"
comment: jusitn beiber before justin beiber get well man good luck,"['comment', 'jusitn', 'beiber', 'justin', 'beiber', 'get', 'well', 'man', 'good', 'luck']"
comment: i used to have the biggest crush on him years ago when he starred on lizzie mcguire i was literally obsessed with him he looks so old and drained now so sad my prayers to him,"['comment', 'use', 'biggest', 'crush', 'years', 'ago', 'star', 'lizzie', 'mcguire', 'literally', 'obsess', 'look', 'old', 'drain', 'sad', 'prayers']"
comment: whatwhat happen to himmy childhood crushplease get well,"['comment', 'whatwhat', 'happen', 'himmy', 'childhood', 'crushplease', 'get', 'well']"
comment: perhaps some detox rehab and good therapy youll make it,"['comment', 'perhaps', 'detox', 'rehab', 'good', 'therapy', 'youll', 'make']"
comment: smh   this is so sad,"['comment', 'smh', 'sad']"
comment: omgpraying for himso sad,"['comment', 'omgpraying', 'himso', 'sad']"
comment: its so sad hearing about pop artist who you grew up listening to and wanting to be like them how they could be on the verge of dying makes my heart break i hope he gets help he needs and can live longer,"['comment', 'sad', 'hear', 'pop', 'artist', 'grow', 'listen', 'want', 'like', 'could', 'verge', 'die', 'make', 'heart', 'break', 'hope', 'get', 'help', 'need', 'live', 'longer']"
comment: hes an addict i was super skinny too till i got sober,"['comment', 'hes', 'addict', 'super', 'skinny', 'till', 'get', 'sober']"
comment: who the hell is this guy is he a singer because i never heard   any song by him,"['comment', 'hell', 'guy', 'singer', 'never', 'hear', 'song']"
"comment: oh fuck him already hes doing this to himself 
and the show doctors theyre always sensationalistic very few times theyve actually done some good when its not some celebrity","['comment', 'oh', 'fuck', 'already', 'hes', 'show', 'doctor', 'theyre', 'always', 'sensationalistic', 'time', 'theyve', 'actually', 'do', 'good', 'celebrity']"
"comment: question
if your parent were heroin addict
coude i have hiv 
i need to know","['comment', 'question', 'parent', 'heroin', 'addict', 'coude', 'hiv', 'need', 'know']"
comment: he looks horrible thats exactly what drugs do to you impair your judgement,"['comment', 'look', 'horrible', 'thats', 'exactly', 'drug', 'impair', 'judgement']"
comment: hey aaron get your shit together  you can do it man roll drug free and the rest will follow  come chill in espo  get well,"['comment', 'hey', 'aaron', 'get', 'shit', 'together', 'man', 'roll', 'drug', 'free', 'rest', 'follow', 'come', 'chill', 'espo', 'get', 'well']"
comment: poor dude,"['comment', 'poor', 'dude']"
"comment: he looks like hes 
gross","['comment', 'look', 'like', 'hes', 'gross']"
comment: who else thought that was jake paul,"['comment', 'else', 'think', 'jake', 'paul']"
comment: damn he looks like a straight crackhead,"['comment', 'damn', 'look', 'like', 'straight', 'crackhead']"
comment: he needs to stop being a little bitch ever since he was a child and stopped making music he ruined his own life,"['comment', 'need', 'stop', 'little', 'bitch', 'ever', 'since', 'child', 'stop', 'make', 'music', 'ruin', 'life']"
"comment: holy shit 
 years before he was half of my age
now he looks two times older than me and half dead","['comment', 'holy', 'shit', 'years', 'half', 'age', 'look', 'two', 'time', 'older', 'half', 'dead']"
comment: wow he looks old and unhealthy  to much drugs,"['comment', 'wow', 'look', 'old', 'unhealthy', 'much', 'drug']"
comment: at least he beat shaq,"['comment', 'least', 'beat', 'shaq']"
comment: heroine is helluva drug,"['comment', 'heroine', 'helluva', 'drug']"
comment: heroine is helluva drug,"['comment', 'heroine', 'helluva', 'drug']"
comment: he looks like that actor in prison break,"['comment', 'look', 'like', 'actor', 'prison', 'break']"
comment: well maybe you should tell him the same thing can happen to him l,"['comment', 'well', 'maybe', 'tell', 'thing', 'happen', 'l']"
comment: gross,"['comment', 'gross']"
comment: looks like a piece of shit,"['comment', 'look', 'like', 'piece', 'shit']"
comment: turned,"['comment', 'turn']"
comment: shit he would have no problem cutting weight for ufc strawweight divison ft lbs with a long ass reach forget that divison is done with this fool nobody is over  in that division,"['comment', 'shit', 'would', 'problem', 'cut', 'weight', 'ufc', 'strawweight', 'divison', 'ft', 'lbs', 'long', 'ass', 'reach', 'forget', 'divison', 'do', 'fool', 'nobody', 'division']"
comment: come on people he doesnt look that bad i actually think hes hot,"['comment', 'come', 'people', 'doesnt', 'look', 'bad', 'actually', 'think', 'hes', 'hot']"
comment: fuckin junkie,"['comment', 'fuckin', 'junkie']"
comment: why would he have hiv just by being skinny i dnt understand,"['comment', 'would', 'hiv', 'skinny', 'dnt', 'understand']"
comment: wtf happen to him hollywood is dangerous,"['comment', 'wtf', 'happen', 'hollywood', 'dangerous']"
comment: he behaves like a junky drugs are awful,"['comment', 'behave', 'like', 'junky', 'drug', 'awful']"
comment: he is possessed,"['comment', 'possess']"
comment: do you think they are going to tell the public hes hiv positive,"['comment', 'think', 'go', 'tell', 'public', 'hes', 'hiv', 'positive']"
comment: wow what the fuck drugs are not the way,"['comment', 'wow', 'fuck', 'drug', 'way']"
comment: im  and weight  when i got hooked on hydrocodone,"['comment', 'im', 'weight', 'get', 'hook', 'hydrocodone']"
comment: why are so many people writing mean comments kids a mess anyone can see that so why do some of you feel the need to kick a person when they are down he never hurt any of you why not say something nice wish him well a speedy recovery,"['comment', 'many', 'people', 'write', 'mean', 'comment', 'kid', 'mess', 'anyone', 'see', 'feel', 'need', 'kick', 'person', 'never', 'hurt', 'say', 'something', 'nice', 'wish', 'well', 'speedy', 'recovery']"
comment: aaron get your life jesus christ,"['comment', 'aaron', 'get', 'life', 'jesus', 'christ']"
comment: aaron no more strange dudes in pub restrooms,"['comment', 'aaron', 'strange', 'dudes', 'pub', 'restrooms']"
comment: this is sad how people can be healthy at one time go to being so sickly,"['comment', 'sad', 'people', 'healthy', 'one', 'time', 'go', 'sickly']"
comment: cocaine is one hell of a drug,"['comment', 'cocaine', 'one', 'hell', 'drug']"
comment: why would he do this on camera though,"['comment', 'would', 'camera', 'though']"
