Text,Tokenized,Processed_Text
omg sorry absolutely devastating prayers wish nothing best positive vibes ways,"['omg', 'sorry', 'absolutely', 'devastating', 'prayers', 'wish', 'nothing', 'best', 'positive', 'vibes', 'ways']",omg sorry absolutely devastating prayers wish nothing best positive vibes ways
amazingly strong boost,"['amazingly', 'strong', 'boost']",amazingly strong boost
prayers,['prayers'],prayers
positive strong got,"['positive', 'strong', 'got']",positive strong got
fell,['fell'],fell
exact cancer stage3 negative 3 means already resilient 3 types chemo hard battle hats lady beautiful stronger know,"['exact', 'cancer', 'stage3', 'negative', 'means', 'already', 'resilient', 'types', 'chemo', 'hard', 'battle', 'hats', 'lady', 'beautiful', 'stronger', 'know']",exact cancer stage3 negative means already resilient types chemo hard battle hats lady beautiful stronger know
hahaha tshirt best,"['hahaha', 'tshirt', 'best']",hahaha tshirt best
omg even touch feet without tickling incredible proud,"['omg', 'even', 'touch', 'feet', 'without', 'tickling', 'incredible', 'proud']",omg even touch feet without tickling incredible proud
stay strong delia awesome,"['stay', 'strong', 'delia', 'awesome']",stay strong delia awesome
best luck remind much sister law im sure herd,"['best', 'luck', 'remind', 'much', 'sister', 'law', 'im', 'sure', 'herd']",best luck remind much sister law im sure herd
watched video imagine going guess prove strong,"['watched', 'video', 'imagine', 'going', 'guess', 'prove', 'strong']",watched video imagine going guess prove strong
thank video delia dylan,"['thank', 'video', 'delia', 'dylan']",thank video delia dylan
constantly aw inner outer beauty equally breathtaking,"['constantly', 'aw', 'inner', 'outer', 'beauty', 'equally', 'breathtaking']",constantly aw inner outer beauty equally breathtaking
thank sharing journey brave,"['thank', 'sharing', 'journey', 'brave']",thank sharing journey brave
hugs lots prayers,"['hugs', 'lots', 'prayers']",hugs lots prayers
love respect,"['love', 'respect']",love respect
canker sores sign allergic reaction find meds allergic also know hope beat,"['canker', 'sores', 'sign', 'allergic', 'reaction', 'find', 'meds', 'allergic', 'also', 'know', 'hope', 'beat']",canker sores sign allergic reaction find meds allergic also know hope beat
every time watch videos cry pray sweetest beautiful soul wish hope done soon,"['every', 'time', 'watch', 'videos', 'cry', 'pray', 'sweetest', 'beautiful', 'soul', 'wish', 'hope', 'done', 'soon']",every time watch videos cry pray sweetest beautiful soul wish hope done soon
continued prayers much love,"['continued', 'prayers', 'much', 'love']",continued prayers much love
unbelievably brave strong delia keep putting one foot front love australia,"['unbelievably', 'brave', 'strong', 'delia', 'keep', 'putting', 'one', 'foot', 'front', 'love', 'australia']",unbelievably brave strong delia keep putting one foot front love australia
delia absolutely amazing inspiration sharing story educating us look wonderful strong go treatments great attitude know great beat cancer send prayers bless,"['delia', 'absolutely', 'amazing', 'inspiration', 'sharing', 'story', 'educating', 'us', 'look', 'wonderful', 'strong', 'go', 'treatments', 'great', 'attitude', 'know', 'great', 'beat', 'cancer', 'send', 'prayers', 'bless']",delia absolutely amazing inspiration sharing story educating us look wonderful strong go treatments great attitude know great beat cancer send prayers bless
praying strong,"['praying', 'strong']",praying strong
husband right champ prayers blessings,"['husband', 'right', 'champ', 'prayers', 'blessings']",husband right champ prayers blessings
beautiful strong may everything goes great god bless,"['beautiful', 'strong', 'may', 'everything', 'goes', 'great', 'god', 'bless']",beautiful strong may everything goes great god bless
father word states verbatim twos threes gathered god midst continue delia throughout entire body bring 100 sole restoration delia body life life abundantly entire body thank people life angels also working help achieve restoration protect well precious powerful name amen,"['father', 'word', 'states', 'verbatim', 'twos', 'threes', 'gathered', 'god', 'midst', 'continue', 'delia', 'throughout', 'entire', 'body', 'bring', '100', 'sole', 'restoration', 'delia', 'body', 'life', 'life', 'abundantly', 'entire', 'body', 'thank', 'people', 'life', 'angels', 'also', 'working', 'help', 'achieve', 'restoration', 'protect', 'well', 'precious', 'powerful', 'name', 'amen']",father word states verbatim twos threes gathered god midst continue delia throughout entire body bring 100 sole restoration delia body life life abundantly entire body thank people life angels also working help achieve restoration protect well precious powerful name amen
strong positive attitude praying thank sharing story got,"['strong', 'positive', 'attitude', 'praying', 'thank', 'sharing', 'story', 'got']",strong positive attitude praying thank sharing story got
strong beautiful lady ya awesome,"['strong', 'beautiful', 'lady', 'ya', 'awesome']",strong beautiful lady ya awesome
port flush chew gum mint helps,"['port', 'flush', 'chew', 'gum', 'mint', 'helps']",port flush chew gum mint helps
delia trooper positivity shines bright know get disease close near heart sister lost battle 5 years ago heart breaks watching go know got pray good lord strength rock,"['delia', 'trooper', 'positivity', 'shines', 'bright', 'know', 'get', 'disease', 'close', 'near', 'heart', 'sister', 'lost', 'battle', 'years', 'ago', 'heart', 'breaks', 'watching', 'go', 'know', 'got', 'pray', 'good', 'lord', 'strength', 'rock']",delia trooper positivity shines bright know get disease close near heart sister lost battle years ago heart breaks watching go know got pray good lord strength rock
sweet spirit good bless,"['sweet', 'spirit', 'good', 'bless']",sweet spirit good bless
praying undergo treatments help get rid cancer comfort healing victory disease,"['praying', 'undergo', 'treatments', 'help', 'get', 'rid', 'cancer', 'comfort', 'healing', 'victory', 'disease']",praying undergo treatments help get rid cancer comfort healing victory disease
delia companion woman beautiful strong difficult time got nasty cancer goodness fight pro girl got,"['delia', 'companion', 'woman', 'beautiful', 'strong', 'difficult', 'time', 'got', 'nasty', 'cancer', 'goodness', 'fight', 'pro', 'girl', 'got']",delia companion woman beautiful strong difficult time got nasty cancer goodness fight pro girl got
wish wish dad chemotherapy cll leukaemia still fucking nuisance 15 years later thank god,"['wish', 'wish', 'dad', 'chemotherapy', 'cll', 'leukaemia', 'still', 'fucking', 'nuisance', '15', 'years', 'later', 'thank', 'god']",wish wish dad chemotherapy cll leukaemia still fucking nuisance 15 years later thank god
think often keeping prayers,"['think', 'often', 'keeping', 'prayers']",think often keeping prayers
amazing brave loving kind strong inspiration thank many prayers may find love peace heavenly father,"['amazing', 'brave', 'loving', 'kind', 'strong', 'inspiration', 'thank', 'many', 'prayers', 'may', 'find', 'love', 'peace', 'heavenly', 'father']",amazing brave loving kind strong inspiration thank many prayers may find love peace heavenly father
wah,['wah'],wah
truely amazing thank allowing us travel journey strong brave survivor every day stand take cancer winner light love blessing safe stay strong may love thoughts prayers yoytube family keep protected supported,"['truely', 'amazing', 'thank', 'allowing', 'us', 'travel', 'journey', 'strong', 'brave', 'survivor', 'every', 'day', 'stand', 'take', 'cancer', 'winner', 'light', 'love', 'blessing', 'safe', 'stay', 'strong', 'may', 'love', 'thoughts', 'prayers', 'yoytube', 'family', 'keep', 'protected', 'supported']",truely amazing thank allowing us travel journey strong brave survivor every day stand take cancer winner light love blessing safe stay strong may love thoughts prayers yoytube family keep protected supported
delia one kind literal angel,"['delia', 'one', 'kind', 'literal', 'angel']",delia one kind literal angel
stronger smarter mistakes happier sadness known wiser learned amazing,"['stronger', 'smarter', 'mistakes', 'happier', 'sadness', 'known', 'wiser', 'learned', 'amazing']",stronger smarter mistakes happier sadness known wiser learned amazing
keep fighting got delia,"['keep', 'fighting', 'got', 'delia']",keep fighting got delia
half way every step way especially lord,"['half', 'way', 'every', 'step', 'way', 'especially', 'lord']",half way every step way especially lord
sending much love strong,"['sending', 'much', 'love', 'strong']",sending much love strong
god bless sweet girl praying get well soon,"['god', 'bless', 'sweet', 'girl', 'praying', 'get', 'well', 'soon']",god bless sweet girl praying get well soon
never give girl keeping prayers,"['never', 'give', 'girl', 'keeping', 'prayers']",never give girl keeping prayers
sad life fragile tonight man crashed neighbour wall heart attack lived another 15 minutes neighbour phoned last dialled number phone got hold brother neighbours came help one phoning ambulance one doctor husband went get nurse know road managed flag police within minutes competent people trying best revive reminded precious life cherish loved ones two much already young age know make stronger empathetic humans sending love south africa pray believe like everyone else watching loved ones come fine even stronger end,"['sad', 'life', 'fragile', 'tonight', 'man', 'crashed', 'neighbour', 'wall', 'heart', 'attack', 'lived', 'another', '15', 'minutes', 'neighbour', 'phoned', 'last', 'dialled', 'number', 'phone', 'got', 'hold', 'brother', 'neighbours', 'came', 'help', 'one', 'phoning', 'ambulance', 'one', 'doctor', 'husband', 'went', 'get', 'nurse', 'know', 'road', 'managed', 'flag', 'police', 'within', 'minutes', 'competent', 'people', 'trying', 'best', 'revive', 'reminded', 'precious', 'life', 'cherish', 'loved', 'ones', 'two', 'much', 'already', 'young', 'age', 'know', 'make', 'stronger', 'empathetic', 'humans', 'sending', 'love', 'south', 'africa', 'pray', 'believe', 'like', 'everyone', 'else', 'watching', 'loved', 'ones', 'come', 'fine', 'even', 'stronger', 'end']",sad life fragile tonight man crashed neighbour wall heart attack lived another 15 minutes neighbour phoned last dialled number phone got hold brother neighbours came help one phoning ambulance one doctor husband went get nurse know road managed flag police within minutes competent people trying best revive reminded precious life cherish loved ones two much already young age know make stronger empathetic humans sending love south africa pray believe like everyone else watching loved ones come fine even stronger end
prayers,['prayers'],prayers
delia go md anderson arizona leukemia blood cancer ask one go go one glendale give inspiration cancer journey,"['delia', 'go', 'md', 'anderson', 'arizona', 'leukemia', 'blood', 'cancer', 'ask', 'one', 'go', 'go', 'one', 'glendale', 'give', 'inspiration', 'cancer', 'journey']",delia go md anderson arizona leukemia blood cancer ask one go go one glendale give inspiration cancer journey
continued prayers blessings,"['continued', 'prayers', 'blessings']",continued prayers blessings
